0.011609977,1.10719e-6,1.10719e-6,1.56852e-6,1.56852e-6,1.56852e-6,1.56852e-6,1.56852e-6,1.56852e-6,0.0100014,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,7.23605e-8,5.1078e-8,3.61802e-8,4.2565e-9,0.010014
0.017414966,0
0.023219955,0
0.029024943,0
0.034829932,0
0.040634921,0
0.046439909,0
0.052244898,0
0.058049887,0
0.063854875,0.01,0.01
0.069659864,0
0.075464853,0.011487,0.011487
0.081269841,0.111468,0.00474404,0.000107097,9.07604e-7,0.11632
0.087074830,0.312363,0.0286377,0.000128843,0.341129
0.092879819,0.508321,0.0267254,0.000671465,1.07291e-5,7.15276e-6,0.535735
0.098684807,0.532759,0.0594776,0.00455384,0.00308959,0.0132408,0.61312
0.104489796,0.393047,0.0787038,0.0277696,0.0277696,0.0570957,0.584386
0.110294785,0.376269,0.0772787,0.0295364,0.0332584,0.0702989,0.586641
0.116099773,0.319989,0.0554293,0.0372493,0.0457228,0.0607333,0.519123
0.121904762,0.368917,0.0954033,0.0557546,0.03266,0.03266,0.585395
0.127709751,0.425914,0.0906439,0.0346446,0.0306785,0.0675907,0.649471
0.133514739,0.280568,0.0460508,0.0350125,0.0421718,0.0675737,0.471377
0.139319728,0.246755,0.0509979,0.0427849,0.0427849,0.0456023,0.428925
0.145124717,0.2296,0.0435983,0.0385729,0.0435983,0.0459774,0.401347
0.150929705,0.221335,0.0443554,0.042612,0.0406562,0.0406562,0.389615
0.156734694,0.239105,0.0500605,0.0427096,0.0400709,0.0452914,0.417237
0.162539683,0.223278,0.0451728,0.0414055,4.83638e-8,0.0414055,4.83638e-8,0.0414055,0.392667
0.168344671,0.225408,0.0460777,0.0422349,0.0400494,0.0422349,0.396005
0.174149660,2.2007e-7,0.223426,4.8431e-8,0.0434576,0.0393175,0.041463,0.0452356,0.3929
0.179954649,0.214712,0.0419148,0.0405832,0.0405832,0.0419148,0.379708
0.185759637,0.219261,0.0437943,0.0407363,0.0407363,0.042403,0.386931
0.191564626,0.212455,0.0409977,0.0396953,0.0409977,0.0419631,0.376109
