0.011609977,0.00229419,0.410286,0.000930137,0.00146751,4.88517e-6,0.414983
0.017414966,0.06796,0.373885,0.00741712,0.00237356,2.2959e-5,0.451659
0.023219955,0.261749,0.113255,0.0239784,0.00500512,0.000235163,1.56906e-6,0.404224
0.029024943,0.412591,0.149154,0.0570915,0.0149875,0.00131493,1.82744e-5,0.635157
0.034829932,0.412175,0.137356,0.0734019,0.0219354,0.00279109,4.89822e-5,0.647709
0.040634921,0.38752,0.129287,0.0739186,0.0265884,0.00451398,0.000282699,2.56725e-6,0.622114
0.046439909,0.35495,0.108015,0.0728542,0.0346863,0.00910574,0.00138582,9.47516e-5,1.51401e-6,0.581093
0.052244898,0.301457,0.0809115,0.0647654,0.0368892,0.0178249,0.0056623,0.00118088,0.000209287,1.87556e-5,7.21369e-7,0.50892
0.058049887,0.244577,0.0550029,0.0462882,0.0355567,0.0233259,0.0126181,0.0053874,0.00231536,0.000886963,0.00029803,8.56401e-5,0.426342
0.063854875,0.190014,0.0324277,0.0301634,0.0257342,0.020963,0.0150681,0.0102546,0.00664506,0.00410968,0.00278006,0.00158345,0.339743
0.069659864,0.141408,0.0177049,0.0172976,0.0160898,0.0145569,0.012879,0.0103542,0.00877692,0.00733565,0.00605107,0.00492968,0.257384
0.075464853,0.115128,0.0114824,0.0113376,0.0110767,0.0107248,0.00983041,0.00932173,0.00879035,0.00824726,0.00770152,0.00716058,0.210801
0.081269841,0.104374,0.0092556,0.0092556,0.00913884,0.0089286,0.0089286,0.00864496,0.00864496,0.00830516,0.00792398,0.00792398,0.191325
0.087074830,0.100651,0.00854037,0.00854037,0.00854037,0.00843264,0.00843264,0.00843264,0.00823864,0.00823864,0.00823864,0.00823864,0.184525
0.092879819,0.0995846,0.00834078,0.00834078,0.00834078,0.00834078,0.00834078,0.00834078,0.00823557,0.00823557,0.00823557,0.00823557,0.182572
0.098684807,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.104489796,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.110294785,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.116099773,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.121904762,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.127709751,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.133514739,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.139319728,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
0.145124717,0.0991733,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.00826444,0.181818
