0.011609977,0
0.017414966,0.01,0.01
0.023219955,0.01,0.01
0.029024943,0.0100238,0.0100238
0.034829932,0.0352299,3.39096e-5,0.0352638
0.040634921,0.00340652,0.199602,0.000431106,0.00217995,0.20562
0.046439909,0.184713,0.291366,0.030118,0.0203738,0.00188188,0.000295376,2.95623e-6,0.528752
0.052244898,0.292959,0.0967129,0.0552945,0.0310569,0.00709369,0.000862946,1.333e-5,0.483994
0.058049887,0.340411,0.103838,0.070037,0.033345,0.0100308,0.00158839,0.000115467,2.0619e-6,0.559368
0.063854875,0.247137,0.0558172,0.0485147,0.0345079,0.0222398,0.0118133,0.00564655,0.00242674,0.000929627,0.000312366,0.000111871,3.51987e-5,9.38232e-6,2.80872e-6,7.1712e-7,1.7928e-7,0.429505
0.069659864,0.149314,0.0198961,0.0188209,0.0172512,0.015426,0.012566,0.00986318,0.00749898,0.00553979,0.00354777,0.00279003,0.00190394,0.00145429,0.000949181,0.000818265,0.000602313,0.000514216,0.000437524,0.000437524,0.000370988,0.000370988,0.000370988,0.000370988,0.271115
0.075464853,0.0919904,0.0069877,0.00674083,0.00652668,0.00627015,0.0056728,0.00501893,0.00435762,0.00403499,0.00342035,0.00313224,0.00260049,0.00235809,0.00235809,0.00213165,0.00192108,0.00192108,0.00192108,0.00192108,0.00192108,0.00192108,0.00192108,0.0015464,0.168595
0.081269841,0.0605871,0.0688429,0.0036245,0.00354112,0.00342863,0.00329386,0.00314268,0.00298006,0.00281019,0.00281019,0.00263657,0.0024621,0.0024621,0.00228917,0.00228917,0.00228917,0.00211968,0.00211968,0.00211968,0.00195517,0.00195517,0.00179679,0.00111981,0.182675
0.087074830,0.057998,0.0663254,0.00332135,0.00332135,0.00324494,0.00324494,0.00314186,0.00301837,0.00301837,0.00287983,0.00273081,0.00273081,0.00257515,0.00241604,0.00241604,0.00225617,0.0020977,0.00194239,0.00179164,0.00164651,0.00150782,0.00137613,0.000592246,0.175594
0.092879819,0.0630237,0.0712124,0.0039219,0.0039219,0.00383167,0.00383167,0.00370995,0.00356413,0.00340054,0.00340054,0.00322458,0.0028529,0.0028529,0.00266412,0.00247699,0.0022936,0.00194422,0.00178045,0.00162496,0.0013404,0.00121169,0.000981186,0.000249422,0.189316
0.098684807,0.0662124,0.0743137,0.0043288,0.0043288,0.00422921,0.00422921,0.00409485,0.00393391,0.00375335,0.00355913,0.00335625,0.00314889,0.00294052,0.00273398,0.00233508,0.00214593,0.00196517,0.00163156,0.00147947,0.00120529,0.00108298,0.000866646,9.51922e-5,0.19797
0.104489796,0.066245,0.0743454,0.00433306,0.00433306,0.00423337,0.00423337,0.00409889,0.00393778,0.00375704,0.00356263,0.00335955,0.00315199,0.00273667,0.00273667,0.00233738,0.00214805,0.00196711,0.00163316,0.00148093,0.00133872,0.00108405,0.000971172,3.35232e-5,0.198059
0.110294785,0.0615737,0.0698023,0.00374351,0.00374351,0.00365739,0.00365739,0.0035412,0.0035412,0.00340201,0.00307791,0.00307791,0.00290245,0.00272313,0.00254294,0.00236433,0.00218928,0.00201936,0.00185579,0.00169947,0.00155105,0.00141096,0.00127943,1.08546e-5,0.185367
0.116099773,0.0569479,0.0653043,0.00320217,0.00320217,0.00320217,0.0031285,0.00302911,0.00302911,0.00291005,0.00277649,0.00277649,0.00263282,0.00248274,0.00248274,0.00232935,0.00217521,0.00202243,0.00202243,0.00187269,0.00172735,0.00172735,0.00172735,3.08742e-6,0.172714
0.121904762,0.0527624,0.0612352,0.00278388,0.00274876,0.00274876,0.00274876,0.00268553,0.00260021,0.00260021,0.00249801,0.00249801,0.00238336,0.00238336,0.00226003,0.00226003,0.0021312,0.0021312,0.00199953,0.00199953,0.00199953,0.00186721,0.00186721,3.28499e-7,0.161192
