0.00000,0.259213
0.00580,0.270477
0.01161,0.299442
0.01741,0.335876
0.02322,0.370278
0.02902,0.396374
0.03483,0.411747
0.04063,0.417726
0.04644,0.418072
0.05224,0.416753
0.05805,0.416096
0.06385,0.416520
0.06966,0.417567
0.07546,0.419110
0.08127,0.421852
0.08707,0.426939
0.09288,0.435163
0.09868,0.446316
0.10449,0.458901
0.11029,0.470511
0.11610,0.478524
0.12190,0.480781
0.12771,0.476014
0.13351,0.464026
0.13932,0.445717
0.14512,0.423005
0.15093,0.398611
0.15673,0.375552
0.16254,0.356405
0.16834,0.342705
0.17415,0.334632
0.17995,0.331326
0.18576,0.331405
0.19156,0.333505
0.19737,0.336682
0.20317,0.340435
0.20898,0.344454
0.21478,0.348386
0.22059,0.351707
0.22639,0.353643
0.23220,0.353361
0.23800,0.350285
0.24381,0.344481
0.24961,0.336834
0.25542,0.328958
0.26122,0.322716
0.26703,0.319726
0.27283,0.320929
0.27864,0.326326
0.28444,0.334901
0.29025,0.344736
0.29605,0.353440
0.30186,0.358836
0.30766,0.359602
0.31347,0.355567
0.31927,0.347588
0.32508,0.337196
0.33088,0.326232
0.33669,0.316534
0.34249,0.309674
0.34830,0.306651
0.35410,0.307562
0.35991,0.311594
0.36571,0.317397
0.37152,0.323616
0.37732,0.329223
0.38313,0.333625
0.38893,0.336574
0.39474,0.338080
0.40054,0.338487
0.40635,0.338656
0.41215,0.339938
0.41796,0.343725
0.42376,0.350805
0.42957,0.360969
0.43537,0.373156
0.44118,0.385905
0.44698,0.397900
0.45279,0.408202
0.45859,0.416096
0.46440,0.420723
0.47020,0.420955
0.47601,0.415611
0.48181,0.403846
0.48762,0.385502
0.49342,0.361312
0.49923,0.332847
0.50503,0.302335
0.51084,0.272529
0.51664,0.246629
0.52245,0.227908
0.52825,0.218724
0.53406,0.219442
0.53986,0.228314
0.54567,0.242483
0.55147,0.259210
0.55728,0.276456
0.56308,0.292854
0.56889,0.307476
0.57469,0.319695
0.58050,0.329123
0.58630,0.335604
0.59211,0.339172
0.59791,0.340079
0.60372,0.338839
0.60952,0.336215
0.61533,0.333054
0.62113,0.330119
0.62694,0.327964
0.63274,0.326868
0.63855,0.326859
0.64435,0.327797
0.65016,0.329472
0.65596,0.331608
0.66177,0.333803
0.66757,0.335495
0.67338,0.336052
0.67918,0.335005
0.68499,0.332359
0.69079,0.328729
0.69660,0.325199
0.70240,0.322899
0.70821,0.322538
0.71401,0.324055
0.71982,0.326606
0.72562,0.328896
0.73143,0.329639
0.73723,0.327857
0.74304,0.322974
0.74884,0.314811
0.75465,0.303609
0.76045,0.290056
0.76626,0.275280
0.77206,0.260691
0.77787,0.247705
0.78367,0.237411
0.78948,0.230309
0.79528,0.226233
0.80109,0.224544
0.80689,0.224461
0.81270,0.225304
0.81850,0.226607
0.82431,0.228233
0.83011,0.230460
0.83592,0.233889
0.84172,0.239151
0.84753,0.246575
0.85333,0.255935
0.85914,0.266344
0.86494,0.276443
0.87075,0.284814
0.87655,0.290382
0.88236,0.292584
0.88816,0.291355
0.89397,0.286947
0.89977,0.279725
0.90558,0.270062
0.91138,0.258389
0.91719,0.245254
0.92299,0.231297
0.92880,0.217109
0.93460,0.203078
0.94041,0.189271
0.94621,0.175482
0.95202,0.161560
0.95782,0.147861
