0.00000,0.000962
0.00290,0.000952
0.00580,0.000929
0.00871,0.000900
0.01161,0.000874
0.01451,0.000857
0.01741,0.000849
0.02032,0.000847
0.02322,0.000848
0.02612,0.000850
0.02902,0.000853
0.03193,0.000858
0.03483,0.000868
0.03773,0.000883
0.04063,0.000903
0.04354,0.000927
0.04644,0.000954
0.04934,0.000980
0.05224,0.001007
0.05515,0.001039
0.05805,0.001075
0.06095,0.001116
0.06385,0.001156
0.06676,0.001192
0.06966,0.001223
0.07256,0.001251
0.07546,0.001276
0.07837,0.001292
0.08127,0.001299
0.08417,0.001300
0.08707,0.001296
0.08998,0.001293
0.09288,0.001295
0.09578,0.001299
0.09868,0.001300
0.10159,0.001298
0.10449,0.001297
0.10739,0.001301
0.11029,0.001314
0.11320,0.001331
0.11610,0.001341
0.11900,0.001334
0.12190,0.001315
0.12481,0.001293
0.12771,0.001279
0.13061,0.001276
0.13351,0.001282
0.13642,0.001287
0.13932,0.001287
0.14222,0.001284
0.14512,0.001283
0.14803,0.001292
0.15093,0.001310
0.15383,0.001328
0.15673,0.001335
0.15964,0.001330
0.16254,0.001316
0.16544,0.001304
0.16834,0.001300
0.17125,0.001306
0.17415,0.001315
0.17705,0.001318
0.17995,0.001316
0.18286,0.001314
0.18576,0.001325
0.18866,0.001354
0.19156,0.001398
0.19447,0.001439
0.19737,0.001463
0.20027,0.001466
0.20317,0.001457
0.20608,0.001453
0.20898,0.001465
0.21188,0.001488
0.21478,0.001508
0.21769,0.001509
0.22059,0.001484
0.22349,0.001444
0.22639,0.001403
0.22930,0.001371
0.23220,0.001348
0.23510,0.001330
0.23800,0.001313
0.24091,0.001297
0.24381,0.001284
0.24671,0.001278
0.24961,0.001275
0.25252,0.001269
0.25542,0.001256
0.25832,0.001237
0.26122,0.001216
0.26413,0.001202
0.26703,0.001199
0.26993,0.001207
0.27283,0.001221
0.27574,0.001234
0.27864,0.001244
0.28154,0.001252
0.28444,0.001257
0.28735,0.001244
0.29025,0.001190
0.29315,0.001095
0.29605,0.000990
0.29896,0.000903
0.30186,0.000848
0.30476,0.000826
0.30766,0.000834
0.31057,0.000867
0.31347,0.000920
0.31637,0.000985
0.31927,0.001056
0.32218,0.001133
0.32508,0.001220
0.32798,0.001316
0.33088,0.001408
0.33379,0.001479
0.33669,0.001525
0.33959,0.001558
0.34249,0.001593
0.34540,0.001627
0.34830,0.001640
0.35120,0.001620
0.35410,0.001576
0.35701,0.001523
0.35991,0.001476
0.36281,0.001439
0.36571,0.001405
0.36862,0.001367
0.37152,0.001321
0.37442,0.001267
0.37732,0.001208
0.38023,0.001153
0.38313,0.001107
0.38603,0.001068
0.38893,0.001032
0.39184,0.000998
0.39474,0.000966
0.39764,0.000940
0.40054,0.000923
0.40345,0.000915
0.40635,0.000910
0.40925,0.000906
0.41215,0.000900
0.41506,0.000896
0.41796,0.000897
0.42086,0.000908
0.42376,0.000928
0.42667,0.000951
0.42957,0.000970
0.43247,0.000980
0.43537,0.000986
0.43828,0.000993
0.44118,0.001004
0.44408,0.001016
0.44698,0.001024
0.44989,0.001031
0.45279,0.001039
0.45569,0.001055
0.45859,0.001081
0.46150,0.001114
0.46440,0.001146
0.46730,0.001175
0.47020,0.001205
0.47311,0.001248
0.47601,0.001308
0.47891,0.001384
0.48181,0.001459
0.48472,0.001514
0.48762,0.001541
0.49052,0.001548
0.49342,0.001552
0.49633,0.001562
0.49923,0.001577
0.50213,0.001584
0.50503,0.001570
0.50794,0.001536
0.51084,0.001494
0.51374,0.001460
0.51664,0.001441
0.51955,0.001434
0.52245,0.001430
0.52535,0.001421
0.52825,0.001406
0.53116,0.001394
0.53406,0.001393
0.53696,0.001408
0.53986,0.001433
0.54277,0.001457
0.54567,0.001475
0.54857,0.001488
0.55147,0.001504
0.55438,0.001535
0.55728,0.001581
0.56018,0.001630
0.56308,0.001667
0.56599,0.001686
0.56889,0.001695
0.57179,0.001710
0.57469,0.001739
0.57760,0.001772
0.58050,0.001785
0.58340,0.001761
0.58630,0.001709
0.58921,0.001649
0.59211,0.001601
0.59501,0.001566
0.59791,0.001526
0.60082,0.001468
0.60372,0.001392
0.60662,0.001314
0.60952,0.001252
0.61243,0.001216
0.61533,0.001204
0.61823,0.001208
0.62113,0.001213
0.62404,0.001212
0.62694,0.001206
0.62984,0.001198
0.63274,0.001193
0.63565,0.001188
0.63855,0.001178
0.64145,0.001161
0.64435,0.001143
0.64726,0.001133
0.65016,0.001137
0.65306,0.001153
0.65596,0.001171
0.65887,0.001183
0.66177,0.001189
0.66467,0.001198
0.66757,0.001218
0.67048,0.001259
0.67338,0.001320
0.67628,0.001389
0.67918,0.001454
0.68209,0.001512
0.68499,0.001573
0.68789,0.001650
0.69079,0.001748
0.69370,0.001852
0.69660,0.001926
0.69950,0.001950
0.70240,0.001940
0.70531,0.001928
0.70821,0.001935
0.71111,0.001959
0.71401,0.001973
0.71692,0.001953
0.71982,0.001901
0.72272,0.001840
0.72562,0.001796
0.72853,0.001779
0.73143,0.001784
0.73433,0.001786
0.73723,0.001764
0.74014,0.001718
0.74304,0.001665
0.74594,0.001625
0.74884,0.001606
0.75175,0.001596
0.75465,0.001579
0.75755,0.001551
0.76045,0.001519
0.76336,0.001492
0.76626,0.001465
0.76916,0.001411
0.77206,0.001301
0.77497,0.001143
0.77787,0.000982
0.78077,0.000849
0.78367,0.000752
0.78658,0.000688
0.78948,0.000652
0.79238,0.000638
0.79528,0.000643
0.79819,0.000665
0.80109,0.000703
0.80399,0.000754
0.80689,0.000814
0.80980,0.000878
0.81270,0.000940
0.81560,0.000999
0.81850,0.001059
0.82141,0.001125
0.82431,0.001199
0.82721,0.001273
0.83011,0.001324
0.83302,0.001334
0.83592,0.001307
0.83882,0.001261
0.84172,0.001207
0.84463,0.001142
