0.000,0.000,0.000000
0.003,0.000,0.000000
0.006,0.000,0.000000
0.009,0.000,0.000000
0.012,0.000,0.000000
0.015,0.000,0.000000
0.017,0.000,0.000000
0.020,0.000,0.000000
0.023,0.000,0.000000
0.026,560.814,0.100531
0.029,557.584,0.100531
0.032,554.373,0.100531
0.035,551.180,0.100531
0.038,548.005,0.100531
0.041,548.005,0.100531
0.044,551.180,0.100531
0.046,551.180,0.100531
0.049,551.180,0.100531
0.052,560.814,0.100531
0.055,567.331,0.100531
0.058,570.617,0.100531
0.061,573.923,0.100531
0.064,573.923,0.100531
0.067,580.592,0.100531
0.070,583.955,0.100531
0.073,587.338,0.100531
0.075,590.740,0.100531
0.078,590.740,0.100531
0.081,590.740,0.100531
0.084,587.338,0.100531
0.087,583.955,0.100531
0.090,580.592,0.100531
0.093,580.592,0.100531
0.096,577.248,0.100531
0.099,580.592,0.100531
0.102,583.955,0.100531
0.104,587.338,0.100531
0.107,590.740,0.100531
0.110,590.740,0.100531
0.113,590.740,0.100531
0.116,590.740,0.100531
0.119,587.338,0.100531
0.122,583.955,0.100531
0.125,580.592,0.100531
0.128,580.592,0.100531
0.131,587.338,0.100531
0.134,369.999,0.080661
0.136,372.142,0.080661
0.139,372.142,0.080661
0.142,369.999,0.080661
0.145,369.999,0.080661
0.148,369.999,0.080661
0.151,369.999,0.080661
0.154,369.999,0.080661
0.157,369.999,0.080661
0.160,369.999,0.080661
0.163,369.999,0.080661
0.165,369.999,0.080661
0.168,372.142,0.080661
0.171,372.142,0.080661
0.174,372.142,0.080661
0.177,372.142,0.080661
0.180,372.142,0.080661
0.183,372.142,0.080661
0.186,0.000,0.000000
0.189,0.000,0.000000
0.192,0.000,0.000000
0.194,0.000,0.000000
0.197,0.000,0.000000
0.200,0.000,0.000000
0.203,0.000,0.000000
0.206,0.000,0.000000
0.209,0.000,0.000000
0.212,0.000,0.000000
0.215,0.000,0.000000
0.218,0.000,0.000000
0.221,0.000,0.000000
0.223,0.000,0.000000
0.226,0.000,0.000000
0.229,0.000,0.000000
0.232,0.000,0.000000
0.235,0.000,0.000000
0.238,0.000,0.000000
0.241,0.000,0.000000
0.244,0.000,0.000000
0.247,0.000,0.000000
0.250,0.000,0.000000
0.253,0.000,0.000000
0.255,0.000,0.000000
0.258,0.000,0.000000
0.261,0.000,0.000000
0.264,0.000,0.000000
0.267,0.000,0.000000
0.270,0.000,0.000000
0.273,0.000,0.000000
0.276,0.000,0.000000
0.279,0.000,0.000000
0.282,0.000,0.000000
0.284,0.000,0.000000
0.287,0.000,0.000000
0.290,0.000,0.000000
0.293,0.000,0.000000
